**** All Elevator Calls (time,src,dest,state,elev dt) stage 5 ****
Elevator call,15.749018245415527,0,-2,3,0, Done, dt, 27.250981754584473
Elevator call,29.795724992354963,-1,25,3,1, Done, dt, 70.20427500764504
Elevator call,30.19242759005715,-3,15,3,1, Done, dt, 49.80757240994285
Elevator call,30.71595021642338,-2,12,3,2, Done, dt, 37.28404978357662
Elevator call,36.316621751195726,34,49,3,3, Done, dt, 114.68337824880427
Elevator call,46.331069014906234,-2,5,3,0, Done, dt, 17.668930985093766
Elevator call,52.229924572991195,-1,17,3,4, Done, dt, 42.770075427008805
Elevator call,61.04837839712013,-4,37,3,5, Done, dt, 62.95162160287987
Elevator call,62.31340802643376,-4,39,3,6, Done, dt, 64.68659197356624
Elevator call,62.42923444391522,-1,41,3,7, Done, dt, 66.57076555608478
Elevator call,62.88805493560881,39,44,3,3, Done, dt, 73.1119450643912
Elevator call,66.30025923587709,0,-1,3,8, Done, dt, 26.699740764122907
Elevator call,67.07281282103918,-1,13,3,0, Done, dt, 40.92718717896082
Elevator call,67.39684559916532,-1,45,3,2, Done, dt, 89.60315440083468
Elevator call,72.32053834730914,0,33,3,9, Done, dt, 236.67946165269086
Elevator call,75.45009626287265,-4,0,3,9, Done, dt, 74.54990373712735
Elevator call,79.5386026857368,0,-1,3,2, Done, dt, 21.461397314263195
Elevator call,82.00106471150661,-2,18,3,9, Done, dt, 201.99893528849339
Elevator call,85.05084296434165,-1,41,3,9, Done, dt, 251.94915703565835
Elevator call,85.05145915275011,-3,26,3,9, Done, dt, 110.94854084724989
Elevator call,86.4092159125421,-2,0,3,9, Done, dt, 63.590784087457905
Elevator call,90.2739221800241,26,43,3,4, Done, dt, 50.7260778199759
Elevator call,97.56134129114707,0,49,3,8, Done, dt, 80.43865870885293
Elevator call,99.09729234442648,0,22,3,8, Done, dt, 41.90270765557352
Elevator call,100.09528650820425,-2,34,3,1, Done, dt, 103.90471349179575
Elevator call,104.82846934416693,0,12,3,9, Done, dt, 115.17153065583307
Elevator call,105.17810733609576,-3,42,3,5, Done, dt, 223.82189266390424
Elevator call,106.41201702717126,0,-1,3,1, Done, dt, 40.58798297282874
Elevator call,114.81417324516474,0,35,3,0, Done, dt, 68.18582675483526
Elevator call,115.21485779705449,-2,3,3,9, Done, dt, 47.78514220294551
Elevator call,132.22282787251766,27,-2,3,5, Done, dt, 50.777172127482345
Elevator call,146.35768340608342,-2,-4,3,5, Done, dt, 58.642316593916576
Elevator call,158.57843474073547,-1,0,3,6, Done, dt, 71.42156525926453
Elevator call,159.7248447389004,-1,1,3,7, Done, dt, 64.2751552610996
Elevator call,161.17660060250478,-1,42,3,4, Done, dt, 107.82339939749522
Elevator call,165.7531344344295,0,15,3,2, Done, dt, 80.24686556557049
Elevator call,176.14887504764965,0,-1,3,6, Done, dt, 42.85112495235035
Elevator call,181.45096466058635,0,14,3,3, Done, dt, 83.54903533941365
Elevator call,186.51782449175312,-1,4,3,0, Done, dt, 107.48217550824688
Elevator call,195.15148933880414,12,14,3,8, Done, dt, 59.84851066119586
Elevator call,198.24467886016964,0,18,3,5, Done, dt, 96.75532113983036
Elevator call,209.23422890304005,-1,-4,3,6, Done, dt, 44.76577109695995
Elevator call,213.83674037131436,-2,0,3,1, Done, dt, 82.16325962868564
Elevator call,215.1021415287812,-2,48,3,2, Done, dt, 117.8978584712188
Elevator call,215.59051445419368,-3,22,3,4, Done, dt, 187.40948554580632
Elevator call,221.97598265680836,0,-4,3,0, Done, dt, 34.024017343191645
Elevator call,222.5359102535349,-1,32,3,7, Done, dt, 56.464089746465106
Elevator call,224.36051008672325,-2,50,3,8, Done, dt, 118.63948991327675
Elevator call,227.04590382523793,-4,-3,3,5, Done, dt, 16.95409617476207
Elevator call,227.38691454468858,-3,0,3,0, Done, dt, 52.61308545531142
Elevator call,228.54160571475745,22,-4,3,1, Done, dt, 53.45839428524255
Elevator call,245.93291648523973,-1,0,3,5, Done, dt, 21.06708351476027
Elevator call,248.63460391073022,0,35,3,9, Done, dt, 72.36539608926978
Elevator call,269.20102863151715,0,21,3,3, Done, dt, 55.79897136848285
Elevator call,269.22907784823815,0,11,3,6, Done, dt, 35.77092215176185
Elevator call,276.01601224888486,0,12,3,6, Done, dt, 39.98398775111514
Elevator call,281.4335441423452,-4,32,3,7, Done, dt, 156.56645585765477
Elevator call,282.3742556797197,37,36,3,0, Done, dt, 107.62574432028032
Elevator call,285.98693024600857,-3,-4,3,7, Done, dt, 96.01306975399143
Elevator call,288.8516461099614,10,36,3,0, Done, dt, 79.1483538900386
Elevator call,304.58634081139144,0,20,3,1, Done, dt, 40.41365918860856
Elevator call,307.87547983371155,17,14,3,6, Done, dt, 36.12452016628845
Elevator call,310.61716965870755,11,48,3,1, Done, dt, 72.38283034129245
Elevator call,312.0106401629912,3,0,3,7, Done, dt, 21.989359837008806
Elevator call,315.10202800168577,-2,-3,3,4, Done, dt, 18.897971998314233
Elevator call,321.6696330121292,0,18,3,3, Done, dt, 62.330366987870775
Elevator call,326.2162004719032,-4,-3,3,7, Done, dt, 66.78379952809678
Elevator call,326.89462213255365,-1,0,3,4, Done, dt, 44.10537786744635
Elevator call,328.356698884342,-2,-3,3,7, Done, dt, 42.643301115658005
Elevator call,328.4651171984574,-3,44,3,5, Done, dt, 132.5348828015426
Elevator call,339.867098554736,-4,39,3,9, Done, dt, 108.132901445264
Elevator call,356.7750171885598,-4,10,3,6, Done, dt, 62.22498281144021
Elevator call,369.88592756734556,0,-1,3,5, Done, dt, 22.11407243265444
Elevator call,373.94444349409787,-1,13,3,2, Done, dt, 83.05555650590213
Elevator call,374.7234961849488,-1,22,3,8, Done, dt, 134.27650381505123
Elevator call,374.8932447072923,0,31,3,8, Done, dt, 153.1067552927077
Elevator call,379.36239737345954,-3,23,3,3, Done, dt, 71.63760262654046
Elevator call,385.0290806533617,19,-4,3,0, Done, dt, 74.97091934663831
Elevator call,390.0533346121049,-2,2,3,6, Done, dt, 46.94666538789511
Elevator call,393.16870473647714,-2,-1,3,1, Done, dt, 103.83129526352286
Elevator call,407.1815824331113,-3,-2,3,4, Done, dt, 46.818417566888684
Elevator call,407.2751756344478,-4,20,3,4, Done, dt, 144.7248243655522
Elevator call,411.8124634838655,50,0,3,6, Done, dt, 163.18753651613451
Elevator call,423.0325013937281,42,-2,3,0, Done, dt, 190.96749860627187
Elevator call,428.50976475833454,0,2,3,0, Done, dt, 57.49023524166546
Elevator call,433.5968707841578,26,-3,3,1, Done, dt, 179.40312921584223
Elevator call,435.1813075400478,-1,28,3,7, Done, dt, 84.81869245995222
Elevator call,438.5413130199763,4,-3,3,1, Done, dt, 36.458686980023685
Elevator call,438.99163815922134,-2,35,3,9, Done, dt, 107.00836184077866
Elevator call,440.0203372604258,-3,-1,3,4, Done, dt, 24.979662739574223
Elevator call,447.93205545529304,0,39,3,8, Done, dt, 98.06794454470696
Elevator call,451.3692847322909,-3,24,3,3, Done, dt, 73.63071526770909
Elevator call,452.03633893661413,-3,22,3,2, Done, dt, 85.96366106338587
Elevator call,459.1711197079285,0,1,3,4, Done, dt, 53.82888029207152
Elevator call,460.29985923846334,0,44,3,0, Done, dt, 97.70014076153666
Elevator call,466.2828258638442,-3,22,3,5, Done, dt, 134.7171741361558
Elevator call,468.0898444148602,9,12,3,8, Done, dt, 20.91015558513982
Elevator call,468.8096805917712,-4,27,3,7, Done, dt, 164.1903194082288
Elevator call,469.310926392428,-2,0,3,4, Done, dt, 32.68907360757203
Elevator call,473.7625230253907,0,3,3,0, Done, dt, 23.237476974609308
Elevator call,475.6592720845995,-3,17,3,1, Done, dt, 69.34072791540052
Elevator call,475.75634847981314,0,5,3,4, Done, dt, 51.24365152018686
Elevator call,481.281534942201,-4,32,3,2, Done, dt, 236.718465057799
Elevator call,488.83835985282417,0,21,3,2, Done, dt, 38.16164014717583
Elevator call,494.2289555346056,-4,44,3,8, Done, dt, 254.77104446539443
Elevator call,494.9607965395985,0,17,3,1, Done, dt, 50.039203460401495
Elevator call,496.6254987576124,-1,6,3,1, Done, dt, 27.374501242387623
Elevator call,499.05586101531685,0,18,3,1, Done, dt, 56.94413898468315
Elevator call,499.0584255361498,49,-3,3,6, Done, dt, 88.9415744638502
Elevator call,505.16613839243473,36,0,3,6, Done, dt, 69.83386160756527
Elevator call,505.6566422952949,0,-4,3,5, Done, dt, 39.34335770470511
Elevator call,518.0671397332062,44,-2,3,3, Done, dt, 164.9328602667938
Elevator call,518.0880901967789,40,42,3,3, Done, dt, 86.91190980322108
Elevator call,520.0558146253045,-4,23,3,4, Done, dt, 102.94418537469551
Elevator call,529.1038889273484,-4,44,3,9, Done, dt, 203.8961110726516
Elevator call,540.3602365444688,-4,2,3,7, Done, dt, 47.63976345553124
Elevator call,546.6587095561388,31,-2,3,9, Done, dt, 66.34129044386123
Elevator call,548.4197675221164,37,-1,3,8, Done, dt, 57.580232477883555
Elevator call,550.5479493292721,-2,12,3,5, Done, dt, 142.45205067072789
Elevator call,552.3403654341223,0,24,3,5, Done, dt, 60.659634565877695
Elevator call,559.0984936097279,0,48,3,5, Done, dt, 87.90150639027206
Elevator call,559.7947453492557,26,-2,3,9, Done, dt, 53.20525465074434
Elevator call,565.1545071354235,0,17,3,7, Done, dt, 47.8454928645765
Elevator call,568.1655800754872,-3,11,3,2, Done, dt, 98.83441992451276
Elevator call,580.1703274780434,-1,17,3,2, Done, dt, 112.82967252195658
Elevator call,582.4516390620886,-4,29,3,6, Done, dt, 59.54836093791141
Elevator call,589.0230372565832,-2,0,3,2, Done, dt, 28.976962743416834
Elevator call,595.490775913092,-2,34,3,7, Done, dt, 122.50922408690803
Elevator call,597.5318029103412,-4,0,3,8, Done, dt, 67.46819708965882
Elevator call,607.5990041120776,-1,35,3,4, Done, dt, 125.40099588792236
Elevator call,610.140951042742,2,-1,3,0, Done, dt, 78.85904895725798
Elevator call,611.224500217684,-4,5,3,1, Done, dt, 61.77549978231605
Elevator call,612.0358635006885,0,16,3,0, Done, dt, 49.96413649931151
Elevator call,613.9293840790681,-2,13,3,9, Done, dt, 68.07061592093191
Elevator call,616.3622393479691,-3,6,3,8, Done, dt, 64.63776065203092
Elevator call,623.189995332772,-2,30,3,8, Done, dt, 101.81000466722799
Elevator call,624.2051767199082,-2,35,3,1, Done, dt, 88.7948232800918
Elevator call,624.9698485206718,-3,1,3,1, Done, dt, 34.0301514793282
Elevator call,629.4378654758448,-1,-3,3,3, Done, dt, 64.56213452415523
